season,title,author,performances
1724-1725,Foire de Saint-Laurent (La),Legrand (Marc-Antoine),1
1725-1726,Foire de Saint-Laurent (La),Legrand (Marc-Antoine),2
1726-1727,Foire de Saint-Laurent (La),Legrand (Marc-Antoine),1
1727-1728,Foire de Saint-Laurent (La),Legrand (Marc-Antoine),3
1728-1729,Foire de Saint-Laurent (La),Legrand (Marc-Antoine),7
1729-1730,Foire de Saint-Laurent (La),Legrand (Marc-Antoine),7
1730-1731,Foire de Saint-Laurent (La),Legrand (Marc-Antoine),7
1736-1737,Foire de Saint-Laurent (La),Legrand (Marc-Antoine),10
1737-1738,Foire de Saint-Laurent (La),Legrand (Marc-Antoine),3
1738-1739,Foire de Saint-Laurent (La),Legrand (Marc-Antoine),3
1740-1741,Foire de Saint-Laurent (La),Legrand (Marc-Antoine),3
1742-1743,Foire de Saint-Laurent (La),Legrand (Marc-Antoine),5
1743-1744,Foire de Saint-Laurent (La),Legrand (Marc-Antoine),1
1751-1752,Foire de Saint-Laurent (La),Legrand (Marc-Antoine),3
1726-1727,Française italienne (La),Legrand (Marc-Antoine),3
1722-1723,Galant coureur ou l'Ouvrage d'un moment (Le),Legrand (Marc-Antoine),22
1727-1728,Galant coureur ou l'Ouvrage d'un moment (Le),Legrand (Marc-Antoine),2
1756-1757,Galant coureur ou l'Ouvrage d'un moment (Le),Legrand (Marc-Antoine),9
1757-1758,Galant coureur ou l'Ouvrage d'un moment (Le),Legrand (Marc-Antoine),8
1758-1759,Galant coureur ou l'Ouvrage d'un moment (Le),Legrand (Marc-Antoine),5
1759-1760,Galant coureur ou l'Ouvrage d'un moment (Le),Legrand (Marc-Antoine),9
1760-1761,Galant coureur ou l'Ouvrage d'un moment (Le),Legrand (Marc-Antoine),8
1761-1762,Galant coureur ou l'Ouvrage d'un moment (Le),Legrand (Marc-Antoine),7
1762-1763,Galant coureur ou l'Ouvrage d'un moment (Le),Legrand (Marc-Antoine),4
1763-1764,Galant coureur ou l'Ouvrage d'un moment (Le),Legrand (Marc-Antoine),7
1764-1765,Galant coureur ou l'Ouvrage d'un moment (Le),Legrand (Marc-Antoine),2
1765-1766,Galant coureur ou l'Ouvrage d'un moment (Le),Legrand (Marc-Antoine),6
1766-1767,Galant coureur ou l'Ouvrage d'un moment (Le),Legrand (Marc-Antoine),5
1767-1768,Galant coureur ou l'Ouvrage d'un moment (Le),Legrand (Marc-Antoine),6
1768-1769,Galant coureur ou l'Ouvrage d'un moment (Le),Legrand (Marc-Antoine),6
1769-1770,Galant coureur ou l'Ouvrage d'un moment (Le),Legrand (Marc-Antoine),9
1770-1771,Galant coureur ou l'Ouvrage d'un moment (Le),Legrand (Marc-Antoine),5
1771-1772,Galant coureur ou l'Ouvrage d'un moment (Le),Legrand (Marc-Antoine),8
1772-1773,Galant coureur ou l'Ouvrage d'un moment (Le),Legrand (Marc-Antoine),7
1773-1774,Galant coureur ou l'Ouvrage d'un moment (Le),Legrand (Marc-Antoine),5
1774-1775,Galant coureur ou l'Ouvrage d'un moment (Le),Legrand (Marc-Antoine),1
1775-1776,Galant coureur ou l'Ouvrage d'un moment (Le),Legrand (Marc-Antoine),1
1777-1778,Galant coureur ou l'Ouvrage d'un moment (Le),Legrand (Marc-Antoine),6
1778-1779,Galant coureur ou l'Ouvrage d'un moment (Le),Legrand (Marc-Antoine),3
1779-1780,Galant coureur ou l'Ouvrage d'un moment (Le),Legrand (Marc-Antoine),6
1780-1781,Galant coureur ou l'Ouvrage d'un moment (Le),Legrand (Marc-Antoine),4
1781-1782,Galant coureur ou l'Ouvrage d'un moment (Le),Legrand (Marc-Antoine),5
1782-1783,Galant coureur ou l'Ouvrage d'un moment (Le),Legrand (Marc-Antoine),2
1783-1784,Galant coureur ou l'Ouvrage d'un moment (Le),Legrand (Marc-Antoine),5
1784-1785,Galant coureur ou l'Ouvrage d'un moment (Le),Legrand (Marc-Antoine),2
1785-1786,Galant coureur ou l'Ouvrage d'un moment (Le),Legrand (Marc-Antoine),2
1786-1787,Galant coureur ou l'Ouvrage d'un moment (Le),Legrand (Marc-Antoine),1
1787-1788,Galant coureur ou l'Ouvrage d'un moment (Le),Legrand (Marc-Antoine),2
1789-1790,Galant coureur ou l'Ouvrage d'un moment (Le),Legrand (Marc-Antoine),2
1725-1726,Impromptu de la folie (L'),Legrand (Marc-Antoine),29
1726-1727,Impromptu de la folie (L'),Legrand (Marc-Antoine),7
1725-1726,Le Temps passé ou le Triomphe du temps passé (Le),Legrand (Marc-Antoine),5
1740-1741,Le Temps passé ou le Triomphe du temps passé (Le),Legrand (Marc-Antoine),2
1755-1756,Le Temps passé ou le Triomphe du temps passé (Le),Legrand (Marc-Antoine),3
1756-1757,Le Temps passé ou le Triomphe du temps passé (Le),Legrand (Marc-Antoine),1
1757-1758,Le Temps passé ou le Triomphe du temps passé (Le),Legrand (Marc-Antoine),2
1762-1763,Le Temps passé ou le Triomphe du temps passé (Le),Legrand (Marc-Antoine),1
1776-1777,Le Temps passé ou le Triomphe du temps passé (Le),Legrand (Marc-Antoine),4
1778-1779,Le Temps passé ou le Triomphe du temps passé (Le),Legrand (Marc-Antoine),1
1785-1786,Le Temps passé ou le Triomphe du temps passé (Le),Legrand (Marc-Antoine),4
1786-1787,Le Temps passé ou le Triomphe du temps passé (Le),Legrand (Marc-Antoine),7
1712-1713,Métamorphose amoureuse (La),Legrand (Marc-Antoine),15
1725-1726,Métamorphose amoureuse (La),Legrand (Marc-Antoine),19
1726-1727,Métamorphose amoureuse (La),Legrand (Marc-Antoine),12
1735-1736,Métamorphose amoureuse (La),Legrand (Marc-Antoine),3
1736-1737,Métamorphose amoureuse (La),Legrand (Marc-Antoine),10
1737-1738,Métamorphose amoureuse (La),Legrand (Marc-Antoine),7
1738-1739,Métamorphose amoureuse (La),Legrand (Marc-Antoine),2
1740-1741,Métamorphose amoureuse (La),Legrand (Marc-Antoine),1
1750-1751,Métamorphose amoureuse (La),Legrand (Marc-Antoine),1
1758-1759,Métamorphose amoureuse (La),Legrand (Marc-Antoine),5
1759-1760,Métamorphose amoureuse (La),Legrand (Marc-Antoine),5
1770-1771,Métamorphose amoureuse (La),Legrand (Marc-Antoine),6
1771-1772,Métamorphose amoureuse (La),Legrand (Marc-Antoine),1
1772-1773,Métamorphose amoureuse (La),Legrand (Marc-Antoine),2
1774-1775,Métamorphose amoureuse (La),Legrand (Marc-Antoine),2
1775-1776,Métamorphose amoureuse (La),Legrand (Marc-Antoine),4
1776-1777,Métamorphose amoureuse (La),Legrand (Marc-Antoine),1
1777-1778,Métamorphose amoureuse (La),Legrand (Marc-Antoine),7
1778-1779,Métamorphose amoureuse (La),Legrand (Marc-Antoine),3
1779-1780,Métamorphose amoureuse (La),Legrand (Marc-Antoine),1
1780-1781,Métamorphose amoureuse (La),Legrand (Marc-Antoine),1
1781-1782,Métamorphose amoureuse (La),Legrand (Marc-Antoine),4
1782-1783,Métamorphose amoureuse (La),Legrand (Marc-Antoine),4
1783-1784,Métamorphose amoureuse (La),Legrand (Marc-Antoine),2
1785-1786,Métamorphose amoureuse (La),Legrand (Marc-Antoine),5
1786-1787,Métamorphose amoureuse (La),Legrand (Marc-Antoine),2
1787-1788,Métamorphose amoureuse (La),Legrand (Marc-Antoine),6
1788-1789,Métamorphose amoureuse (La),Legrand (Marc-Antoine),3
1789-1790,Métamorphose amoureuse (La),Legrand (Marc-Antoine),1
1726-1727,Nouveauté (La),Legrand (Marc-Antoine),21
1734-1735,Nouveauté (La),Legrand (Marc-Antoine),11
1735-1736,Nouveauté (La),Legrand (Marc-Antoine),2
1743-1744,Nouveauté (La),Legrand (Marc-Antoine),18
1744-1745,Nouveauté (La),Legrand (Marc-Antoine),4
1745-1746,Nouveauté (La),Legrand (Marc-Antoine),4
1746-1747,Nouveauté (La),Legrand (Marc-Antoine),7
1747-1748,Nouveauté (La),Legrand (Marc-Antoine),8
1748-1749,Nouveauté (La),Legrand (Marc-Antoine),6
1749-1750,Nouveauté (La),Legrand (Marc-Antoine),7
1750-1751,Nouveauté (La),Legrand (Marc-Antoine),11
1751-1752,Nouveauté (La),Legrand (Marc-Antoine),5
1752-1753,Nouveauté (La),Legrand (Marc-Antoine),6
1753-1754,Nouveauté (La),Legrand (Marc-Antoine),4
1754-1755,Nouveauté (La),Legrand (Marc-Antoine),5
1755-1756,Nouveauté (La),Legrand (Marc-Antoine),4
1756-1757,Nouveauté (La),Legrand (Marc-Antoine),2
1758-1759,Nouveauté (La),Legrand (Marc-Antoine),1
1759-1760,Nouveauté (La),Legrand (Marc-Antoine),6
1763-1764,Nouveauté (La),Legrand (Marc-Antoine),3
1764-1765,Nouveauté (La),Legrand (Marc-Antoine),4
1766-1767,Nouveauté (La),Legrand (Marc-Antoine),2
1767-1768,Nouveauté (La),Legrand (Marc-Antoine),1
1768-1769,Nouveauté (La),Legrand (Marc-Antoine),4
1769-1770,Nouveauté (La),Legrand (Marc-Antoine),1
1770-1771,Nouveauté (La),Legrand (Marc-Antoine),4
1771-1772,Nouveauté (La),Legrand (Marc-Antoine),2
1773-1774,Nouveauté (La),Legrand (Marc-Antoine),3
1774-1775,Nouveauté (La),Legrand (Marc-Antoine),2
1775-1776,Nouveauté (La),Legrand (Marc-Antoine),3
1776-1777,Nouveauté (La),Legrand (Marc-Antoine),4
1777-1778,Nouveauté (La),Legrand (Marc-Antoine),3
1778-1779,Nouveauté (La),Legrand (Marc-Antoine),6
1779-1780,Nouveauté (La),Legrand (Marc-Antoine),4
1780-1781,Nouveauté (La),Legrand (Marc-Antoine),4
1785-1786,Nouveauté (La),Legrand (Marc-Antoine),3
1786-1787,Nouveauté (La),Legrand (Marc-Antoine),9
1787-1788,Nouveauté (La),Legrand (Marc-Antoine),5
1788-1789,Nouveauté (La),Legrand (Marc-Antoine),6
1789-1790,Nouveauté (La),Legrand (Marc-Antoine),4
1792-1793,Nouveauté (La),Legrand (Marc-Antoine),10
1722-1723,Paniers ou la Vieille précieuse (Les) / Les Poupées (titre alt.),Legrand (Marc-Antoine),7
1756-1757,Paniers ou la Vieille précieuse (Les) / Les Poupées (titre alt.),Legrand (Marc-Antoine),5
1757-1758,Paniers ou la Vieille précieuse (Les) / Les Poupées (titre alt.),Legrand (Marc-Antoine),1
1758-1759,Paniers ou la Vieille précieuse (Les) / Les Poupées (titre alt.),Legrand (Marc-Antoine),3
1776-1777,Paniers ou la Vieille précieuse (Les) / Les Poupées (titre alt.),Legrand (Marc-Antoine),7
1777-1778,Paniers ou la Vieille précieuse (Les) / Les Poupées (titre alt.),Legrand (Marc-Antoine),3
1778-1779,Paniers ou la Vieille précieuse (Les) / Les Poupées (titre alt.),Legrand (Marc-Antoine),1
1723-1724,Philanthrope ou l'Ami de tout le monde (Le),Legrand (Marc-Antoine),17
1724-1725,Philanthrope ou l'Ami de tout le monde (Le),Legrand (Marc-Antoine),6
1725-1726,Philanthrope ou l'Ami de tout le monde (Le),Legrand (Marc-Antoine),3
1735-1736,Philanthrope ou l'Ami de tout le monde (Le),Legrand (Marc-Antoine),13
1743-1744,Philanthrope ou l'Ami de tout le monde (Le),Legrand (Marc-Antoine),3
1744-1745,Philanthrope ou l'Ami de tout le monde (Le),Legrand (Marc-Antoine),12
1745-1746,Philanthrope ou l'Ami de tout le monde (Le),Legrand (Marc-Antoine),6
1746-1747,Philanthrope ou l'Ami de tout le monde (Le),Legrand (Marc-Antoine),3
1747-1748,Philanthrope ou l'Ami de tout le monde (Le),Legrand (Marc-Antoine),1
1748-1749,Philanthrope ou l'Ami de tout le monde (Le),Legrand (Marc-Antoine),1
1754-1755,Philanthrope ou l'Ami de tout le monde (Le),Legrand (Marc-Antoine),1
1757-1758,Philanthrope ou l'Ami de tout le monde (Le),Legrand (Marc-Antoine),2
1758-1759,Philanthrope ou l'Ami de tout le monde (Le),Legrand (Marc-Antoine),3
1759-1760,Philanthrope ou l'Ami de tout le monde (Le),Legrand (Marc-Antoine),1
1762-1763,Philanthrope ou l'Ami de tout le monde (Le),Legrand (Marc-Antoine),3
1765-1766,Philanthrope ou l'Ami de tout le monde (Le),Legrand (Marc-Antoine),3
1766-1767,Philanthrope ou l'Ami de tout le monde (Le),Legrand (Marc-Antoine),1
1719-1720,Plutus,Legrand (Marc-Antoine),16
1718-1719,Roi de Cocagne (Le),Legrand (Marc-Antoine),19
1721-1722,Roi de Cocagne (Le),Legrand (Marc-Antoine),5
1725-1726,Roi de Cocagne (Le),Legrand (Marc-Antoine),12
1780-1781,Roi de Cocagne (Le),Legrand (Marc-Antoine),14
1781-1782,Roi de Cocagne (Le),Legrand (Marc-Antoine),8
1782-1783,Roi de Cocagne (Le),Legrand (Marc-Antoine),5
1783-1784,Roi de Cocagne (Le),Legrand (Marc-Antoine),6
1784-1785,Roi de Cocagne (Le),Legrand (Marc-Antoine),2
1785-1786,Roi de Cocagne (Le),Legrand (Marc-Antoine),4
1787-1788,Roi de Cocagne (Le),Legrand (Marc-Antoine),2
1788-1789,Roi de Cocagne (Le),Legrand (Marc-Antoine),1
1725-1726,Temps présent ou le Triomphe du temps présent (Le),Legrand (Marc-Antoine),2
1740-1741,Temps présent ou le Triomphe du temps présent (Le),Legrand (Marc-Antoine),1
1724-1725,Triomphe du temps (Le),Legrand (Marc-Antoine),17
1740-1741,Triomphe du temps (Le),Legrand (Marc-Antoine),7
1761-1762,Triomphe du temps (Le),Legrand (Marc-Antoine),3
1762-1763,Triomphe du temps (Le),Legrand (Marc-Antoine),5
1713-1714,Usurier gentilhomme (L'),Legrand (Marc-Antoine),27
1714-1715,Usurier gentilhomme (L'),Legrand (Marc-Antoine),7
1715-1716,Usurier gentilhomme (L'),Legrand (Marc-Antoine),7
1716-1717,Usurier gentilhomme (L'),Legrand (Marc-Antoine),10
1717-1718,Usurier gentilhomme (L'),Legrand (Marc-Antoine),5
1718-1719,Usurier gentilhomme (L'),Legrand (Marc-Antoine),3
1719-1720,Usurier gentilhomme (L'),Legrand (Marc-Antoine),11
1720-1721,Usurier gentilhomme (L'),Legrand (Marc-Antoine),14
1721-1722,Usurier gentilhomme (L'),Legrand (Marc-Antoine),13
1722-1723,Usurier gentilhomme (L'),Legrand (Marc-Antoine),10
1723-1724,Usurier gentilhomme (L'),Legrand (Marc-Antoine),10
1724-1725,Usurier gentilhomme (L'),Legrand (Marc-Antoine),8
1725-1726,Usurier gentilhomme (L'),Legrand (Marc-Antoine),7
1726-1727,Usurier gentilhomme (L'),Legrand (Marc-Antoine),2
1727-1728,Usurier gentilhomme (L'),Legrand (Marc-Antoine),8
1728-1729,Usurier gentilhomme (L'),Legrand (Marc-Antoine),14
1729-1730,Usurier gentilhomme (L'),Legrand (Marc-Antoine),9
1730-1731,Usurier gentilhomme (L'),Legrand (Marc-Antoine),9
1731-1732,Usurier gentilhomme (L'),Legrand (Marc-Antoine),6
1732-1733,Usurier gentilhomme (L'),Legrand (Marc-Antoine),6
1733-1734,Usurier gentilhomme (L'),Legrand (Marc-Antoine),4
1734-1735,Usurier gentilhomme (L'),Legrand (Marc-Antoine),2
1735-1736,Usurier gentilhomme (L'),Legrand (Marc-Antoine),7
1736-1737,Usurier gentilhomme (L'),Legrand (Marc-Antoine),6
1737-1738,Usurier gentilhomme (L'),Legrand (Marc-Antoine),4
1738-1739,Usurier gentilhomme (L'),Legrand (Marc-Antoine),4
1740-1741,Usurier gentilhomme (L'),Legrand (Marc-Antoine),4
1741-1742,Usurier gentilhomme (L'),Legrand (Marc-Antoine),7
1743-1744,Usurier gentilhomme (L'),Legrand (Marc-Antoine),1
1744-1745,Usurier gentilhomme (L'),Legrand (Marc-Antoine),1
1745-1746,Usurier gentilhomme (L'),Legrand (Marc-Antoine),1
1747-1748,Usurier gentilhomme (L'),Legrand (Marc-Antoine),13
1748-1749,Usurier gentilhomme (L'),Legrand (Marc-Antoine),12
1749-1750,Usurier gentilhomme (L'),Legrand (Marc-Antoine),12
1750-1751,Usurier gentilhomme (L'),Legrand (Marc-Antoine),10
1751-1752,Usurier gentilhomme (L'),Legrand (Marc-Antoine),8
1752-1753,Usurier gentilhomme (L'),Legrand (Marc-Antoine),9
1753-1754,Usurier gentilhomme (L'),Legrand (Marc-Antoine),7
1754-1755,Usurier gentilhomme (L'),Legrand (Marc-Antoine),8
1755-1756,Usurier gentilhomme (L'),Legrand (Marc-Antoine),5
1756-1757,Usurier gentilhomme (L'),Legrand (Marc-Antoine),7
1757-1758,Usurier gentilhomme (L'),Legrand (Marc-Antoine),6
1758-1759,Usurier gentilhomme (L'),Legrand (Marc-Antoine),6
1759-1760,Usurier gentilhomme (L'),Legrand (Marc-Antoine),3
1760-1761,Usurier gentilhomme (L'),Legrand (Marc-Antoine),7
1761-1762,Usurier gentilhomme (L'),Legrand (Marc-Antoine),4
1762-1763,Usurier gentilhomme (L'),Legrand (Marc-Antoine),3
1763-1764,Usurier gentilhomme (L'),Legrand (Marc-Antoine),2
1764-1765,Usurier gentilhomme (L'),Legrand (Marc-Antoine),7
1765-1766,Usurier gentilhomme (L'),Legrand (Marc-Antoine),2
1766-1767,Usurier gentilhomme (L'),Legrand (Marc-Antoine),4
1767-1768,Usurier gentilhomme (L'),Legrand (Marc-Antoine),2
1768-1769,Usurier gentilhomme (L'),Legrand (Marc-Antoine),2
1769-1770,Usurier gentilhomme (L'),Legrand (Marc-Antoine),3
1770-1771,Usurier gentilhomme (L'),Legrand (Marc-Antoine),3
1771-1772,Usurier gentilhomme (L'),Legrand (Marc-Antoine),2
1772-1773,Usurier gentilhomme (L'),Legrand (Marc-Antoine),5
1773-1774,Usurier gentilhomme (L'),Legrand (Marc-Antoine),7
1774-1775,Usurier gentilhomme (L'),Legrand (Marc-Antoine),4
1775-1776,Usurier gentilhomme (L'),Legrand (Marc-Antoine),5
1776-1777,Usurier gentilhomme (L'),Legrand (Marc-Antoine),5
1777-1778,Usurier gentilhomme (L'),Legrand (Marc-Antoine),4
1778-1779,Usurier gentilhomme (L'),Legrand (Marc-Antoine),1
1779-1780,Usurier gentilhomme (L'),Legrand (Marc-Antoine),3
1780-1781,Usurier gentilhomme (L'),Legrand (Marc-Antoine),1
1781-1782,Usurier gentilhomme (L'),Legrand (Marc-Antoine),3
1782-1783,Usurier gentilhomme (L'),Legrand (Marc-Antoine),2
1783-1784,Usurier gentilhomme (L'),Legrand (Marc-Antoine),1
1788-1789,Usurier gentilhomme (L'),Legrand (Marc-Antoine),1
1711-1712,Épreuve réciproque (L'),Legrand (Marc-Antoine),22
1725-1726,Épreuve réciproque (L'),Legrand (Marc-Antoine),10
1727-1728,Épreuve réciproque (L'),Legrand (Marc-Antoine),2
1729-1730,Épreuve réciproque (L'),Legrand (Marc-Antoine),8
1734-1735,Épreuve réciproque (L'),Legrand (Marc-Antoine),2
1735-1736,Épreuve réciproque (L'),Legrand (Marc-Antoine),4
1736-1737,Épreuve réciproque (L'),Legrand (Marc-Antoine),2
1737-1738,Épreuve réciproque (L'),Legrand (Marc-Antoine),2
1742-1743,Épreuve réciproque (L'),Legrand (Marc-Antoine),3
1748-1749,Épreuve réciproque (L'),Legrand (Marc-Antoine),10
1749-1750,Épreuve réciproque (L'),Legrand (Marc-Antoine),1
1750-1751,Épreuve réciproque (L'),Legrand (Marc-Antoine),7
1751-1752,Épreuve réciproque (L'),Legrand (Marc-Antoine),7
1752-1753,Épreuve réciproque (L'),Legrand (Marc-Antoine),6
1753-1754,Épreuve réciproque (L'),Legrand (Marc-Antoine),6
1754-1755,Épreuve réciproque (L'),Legrand (Marc-Antoine),7
1755-1756,Épreuve réciproque (L'),Legrand (Marc-Antoine),9
1756-1757,Épreuve réciproque (L'),Legrand (Marc-Antoine),9
1757-1758,Épreuve réciproque (L'),Legrand (Marc-Antoine),6
1758-1759,Épreuve réciproque (L'),Legrand (Marc-Antoine),5
1759-1760,Épreuve réciproque (L'),Legrand (Marc-Antoine),5
1760-1761,Épreuve réciproque (L'),Legrand (Marc-Antoine),4
1761-1762,Épreuve réciproque (L'),Legrand (Marc-Antoine),7
1762-1763,Épreuve réciproque (L'),Legrand (Marc-Antoine),3
1763-1764,Épreuve réciproque (L'),Legrand (Marc-Antoine),2
1764-1765,Épreuve réciproque (L'),Legrand (Marc-Antoine),4
1765-1766,Épreuve réciproque (L'),Legrand (Marc-Antoine),4
1766-1767,Épreuve réciproque (L'),Legrand (Marc-Antoine),6
1767-1768,Épreuve réciproque (L'),Legrand (Marc-Antoine),4
1768-1769,Épreuve réciproque (L'),Legrand (Marc-Antoine),4
1769-1770,Épreuve réciproque (L'),Legrand (Marc-Antoine),7
1770-1771,Épreuve réciproque (L'),Legrand (Marc-Antoine),8
1771-1772,Épreuve réciproque (L'),Legrand (Marc-Antoine),8
1772-1773,Épreuve réciproque (L'),Legrand (Marc-Antoine),6
1773-1774,Épreuve réciproque (L'),Legrand (Marc-Antoine),6
1774-1775,Épreuve réciproque (L'),Legrand (Marc-Antoine),5
1775-1776,Épreuve réciproque (L'),Legrand (Marc-Antoine),7
1776-1777,Épreuve réciproque (L'),Legrand (Marc-Antoine),13
1777-1778,Épreuve réciproque (L'),Legrand (Marc-Antoine),9
1778-1779,Épreuve réciproque (L'),Legrand (Marc-Antoine),9
1779-1780,Épreuve réciproque (L'),Legrand (Marc-Antoine),6
1780-1781,Épreuve réciproque (L'),Legrand (Marc-Antoine),4
1781-1782,Épreuve réciproque (L'),Legrand (Marc-Antoine),9
1782-1783,Épreuve réciproque (L'),Legrand (Marc-Antoine),4
1783-1784,Épreuve réciproque (L'),Legrand (Marc-Antoine),3
1784-1785,Épreuve réciproque (L'),Legrand (Marc-Antoine),1
1785-1786,Épreuve réciproque (L'),Legrand (Marc-Antoine),2
1789-1790,Épreuve réciproque (L'),Legrand (Marc-Antoine),2
1790-1791,Épreuve réciproque (L'),Legrand (Marc-Antoine),3
1727-1728,Amazones modernes (Les) ou Le Triomphe des dames,Legrand (Marc-Antoine) ; Fuzelier (Louis),7
1770-1771,Amazones modernes (Les) ou Le Triomphe des dames,Legrand (Marc-Antoine) ; Fuzelier (Louis),13
1771-1772,Amazones modernes (Les) ou Le Triomphe des dames,Legrand (Marc-Antoine) ; Fuzelier (Louis),3
1772-1773,Amazones modernes (Les) ou Le Triomphe des dames,Legrand (Marc-Antoine) ; Fuzelier (Louis),1
1773-1774,Amazones modernes (Les) ou Le Triomphe des dames,Legrand (Marc-Antoine) ; Fuzelier (Louis),2
1781-1782,Amazones modernes (Les) ou Le Triomphe des dames,Legrand (Marc-Antoine) ; Fuzelier (Louis),4
1782-1783,Amazones modernes (Les) ou Le Triomphe des dames,Legrand (Marc-Antoine) ; Fuzelier (Louis),3
1783-1784,Amazones modernes (Les) ou Le Triomphe des dames,Legrand (Marc-Antoine) ; Fuzelier (Louis),4
1784-1785,Amazones modernes (Les) ou Le Triomphe des dames,Legrand (Marc-Antoine) ; Fuzelier (Louis),1
1785-1786,Amazones modernes (Les) ou Le Triomphe des dames,Legrand (Marc-Antoine) ; Fuzelier (Louis),1
1792-1793,Lovelace,Lemercier (Louis-Népomucène),5
1787-1788,Méléagre,Lemercier (Népomucène-Louis),1
1775-1776,Mariage clandestin (Le),Lemonnier (Pierre-René),1
1706-1707,Crispin rival de son maître,Lesage (Alain-René),5
1707-1708,Crispin rival de son maître,Lesage (Alain-René),1
1709-1710,Crispin rival de son maître,Lesage (Alain-René),5
1718-1719,Crispin rival de son maître,Lesage (Alain-René),9
1720-1721,Crispin rival de son maître,Lesage (Alain-René),11
1721-1722,Crispin rival de son maître,Lesage (Alain-René),1
1722-1723,Crispin rival de son maître,Lesage (Alain-René),6
1723-1724,Crispin rival de son maître,Lesage (Alain-René),8
1724-1725,Crispin rival de son maître,Lesage (Alain-René),9
1725-1726,Crispin rival de son maître,Lesage (Alain-René),3
1726-1727,Crispin rival de son maître,Lesage (Alain-René),3
1727-1728,Crispin rival de son maître,Lesage (Alain-René),4
1728-1729,Crispin rival de son maître,Lesage (Alain-René),10
1729-1730,Crispin rival de son maître,Lesage (Alain-René),4
1730-1731,Crispin rival de son maître,Lesage (Alain-René),7
1731-1732,Crispin rival de son maître,Lesage (Alain-René),2
1732-1733,Crispin rival de son maître,Lesage (Alain-René),1
1733-1734,Crispin rival de son maître,Lesage (Alain-René),6
1734-1735,Crispin rival de son maître,Lesage (Alain-René),8
1735-1736,Crispin rival de son maître,Lesage (Alain-René),5
1736-1737,Crispin rival de son maître,Lesage (Alain-René),3
1737-1738,Crispin rival de son maître,Lesage (Alain-René),9
1738-1739,Crispin rival de son maître,Lesage (Alain-René),7
1740-1741,Crispin rival de son maître,Lesage (Alain-René),7
1741-1742,Crispin rival de son maître,Lesage (Alain-René),9
1742-1743,Crispin rival de son maître,Lesage (Alain-René),1
1743-1744,Crispin rival de son maître,Lesage (Alain-René),1
1745-1746,Crispin rival de son maître,Lesage (Alain-René),1
1746-1747,Crispin rival de son maître,Lesage (Alain-René),2
1747-1748,Crispin rival de son maître,Lesage (Alain-René),3
1748-1749,Crispin rival de son maître,Lesage (Alain-René),7
1749-1750,Crispin rival de son maître,Lesage (Alain-René),9
1750-1751,Crispin rival de son maître,Lesage (Alain-René),5
1751-1752,Crispin rival de son maître,Lesage (Alain-René),3
1752-1753,Crispin rival de son maître,Lesage (Alain-René),8
1753-1754,Crispin rival de son maître,Lesage (Alain-René),5
1754-1755,Crispin rival de son maître,Lesage (Alain-René),8
1755-1756,Crispin rival de son maître,Lesage (Alain-René),5
1756-1757,Crispin rival de son maître,Lesage (Alain-René),6
1757-1758,Crispin rival de son maître,Lesage (Alain-René),4
1758-1759,Crispin rival de son maître,Lesage (Alain-René),2
1759-1760,Crispin rival de son maître,Lesage (Alain-René),5
1760-1761,Crispin rival de son maître,Lesage (Alain-René),8
1761-1762,Crispin rival de son maître,Lesage (Alain-René),7
1762-1763,Crispin rival de son maître,Lesage (Alain-René),5
1763-1764,Crispin rival de son maître,Lesage (Alain-René),5
1764-1765,Crispin rival de son maître,Lesage (Alain-René),3
1765-1766,Crispin rival de son maître,Lesage (Alain-René),5
1766-1767,Crispin rival de son maître,Lesage (Alain-René),10
1767-1768,Crispin rival de son maître,Lesage (Alain-René),7
1768-1769,Crispin rival de son maître,Lesage (Alain-René),6
1769-1770,Crispin rival de son maître,Lesage (Alain-René),7
1770-1771,Crispin rival de son maître,Lesage (Alain-René),4
1771-1772,Crispin rival de son maître,Lesage (Alain-René),6
1772-1773,Crispin rival de son maître,Lesage (Alain-René),9
1773-1774,Crispin rival de son maître,Lesage (Alain-René),8
1774-1775,Crispin rival de son maître,Lesage (Alain-René),7
1775-1776,Crispin rival de son maître,Lesage (Alain-René),7
1776-1777,Crispin rival de son maître,Lesage (Alain-René),6
1777-1778,Crispin rival de son maître,Lesage (Alain-René),6
1778-1779,Crispin rival de son maître,Lesage (Alain-René),5
1779-1780,Crispin rival de son maître,Lesage (Alain-René),6
1780-1781,Crispin rival de son maître,Lesage (Alain-René),4
1781-1782,Crispin rival de son maître,Lesage (Alain-René),5
1782-1783,Crispin rival de son maître,Lesage (Alain-René),2
1783-1784,Crispin rival de son maître,Lesage (Alain-René),3
1784-1785,Crispin rival de son maître,Lesage (Alain-René),6
1785-1786,Crispin rival de son maître,Lesage (Alain-René),5
1786-1787,Crispin rival de son maître,Lesage (Alain-René),3
1787-1788,Crispin rival de son maître,Lesage (Alain-René),2
1788-1789,Crispin rival de son maître,Lesage (Alain-René),2
1789-1790,Crispin rival de son maître,Lesage (Alain-René),2
1790-1791,Crispin rival de son maître,Lesage (Alain-René),3
1791-1792,Crispin rival de son maître,Lesage (Alain-René),3
1706-1707,Don César Ursin,Lesage (Alain-René),6
1701-1702,Point d'honneur (Le),Lesage (Alain-René),2
1731-1732,Tontine (La),Lesage (Alain-René),5
1708-1709,Turcaret,Lesage (Alain-René),7
